device_instance,object_identifier,property_name,property_value,address,maxAPDULengthAccepted,segmentationSupported,objectName,description,units
2400002,binaryValue:28,relinquishDefault,inactive,192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,statusFlags,"[1, 0, 0, 0]",192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,timeDelay,60,192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 26]}",192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 26]}",192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:3,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,activeText,On,192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,alarmValue,inactive,192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,changeOfStateCount,130,192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,changeOfStateTime,"{""date"": [124, 3, 11, 1], ""time"": [4, 59, 47, 29]}",192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,elapsedActiveTime,369931,192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,eventEnable,"[0, 0, 0]",192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,eventState,offnormal,192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x035854C0>, <bacpypes.basetypes.TimeStamp object at 0x03585EB0>, <bacpypes.basetypes.TimeStamp object at 0x03585E08>]",192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,inactiveText,Off,192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,minimumOffTime,0,192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,minimumOnTime,0,192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,notificationClass,1,192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,notifyType,alarm,192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,outOfService,FALSE,192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,presentValue,inactive,192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,statusFlags,"[1, 0, 0, 0]",192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,timeDelay,60,192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:3,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,common_1,,
2400002,binaryValue:4,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,activeText,Yes,192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,alarmValue,inactive,192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,changeOfStateCount,0,192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,changeOfStateTime,"{""date"": [255, 255, 255, 255], ""time"": [255, 255, 255, 255]}",192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,elapsedActiveTime,0,192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,eventEnable,"[0, 0, 0]",192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,eventState,offnormal,192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03C8BDC0>, <bacpypes.basetypes.TimeStamp object at 0x03C8B418>, <bacpypes.basetypes.TimeStamp object at 0x035841D8>]",192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,inactiveText,No,192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,minimumOffTime,0,192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,minimumOnTime,0,192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,notificationClass,1,192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,notifyType,alarm,192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,outOfService,FALSE,192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,presentValue,inactive,192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,priorityArray,"[{""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}]",192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,relinquishDefault,inactive,192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,statusFlags,"[1, 0, 0, 0]",192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,timeDelay,60,192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,cc_vlv_alm_enable_1,Cooling Coil Valve Alarm Enable,
2400002,binaryValue:4000000,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,Controller Halted Alarm,"See modstat. Restart controller, then download.",
2400002,binaryValue:4000000,alarmValue,active,192.168.168.2,480,segmentedBoth,Controller Halted Alarm,"See modstat. Restart controller, then download.",
2400002,binaryValue:4000000,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,Controller Halted Alarm,"See modstat. Restart controller, then download.",
2400002,binaryValue:4000000,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,Controller Halted Alarm,"See modstat. Restart controller, then download.",
2400002,binaryValue:4000000,eventState,normal,192.168.168.2,480,segmentedBoth,Controller Halted Alarm,"See modstat. Restart controller, then download.",
2400002,binaryValue:4000000,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03582EF8>, <bacpypes.basetypes.TimeStamp object at 0x03582F10>, <bacpypes.basetypes.TimeStamp object at 0x03582B50>]",192.168.168.2,480,segmentedBoth,Controller Halted Alarm,"See modstat. Restart controller, then download.",
2400002,binaryValue:4000000,notificationClass,1,192.168.168.2,480,segmentedBoth,Controller Halted Alarm,"See modstat. Restart controller, then download.",
2400002,binaryValue:4000000,notifyType,alarm,192.168.168.2,480,segmentedBoth,Controller Halted Alarm,"See modstat. Restart controller, then download.",
2400002,binaryValue:4000000,outOfService,FALSE,192.168.168.2,480,segmentedBoth,Controller Halted Alarm,"See modstat. Restart controller, then download.",
2400002,binaryValue:4000000,presentValue,inactive,192.168.168.2,480,segmentedBoth,Controller Halted Alarm,"See modstat. Restart controller, then download.",
2400002,binaryValue:4000000,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,Controller Halted Alarm,"See modstat. Restart controller, then download.",
2400002,binaryValue:4000000,timeDelay,10,192.168.168.2,480,segmentedBoth,Controller Halted Alarm,"See modstat. Restart controller, then download.",
2400002,binaryValue:4000001,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,All Programs Stopped Alarm,See modstat. Fix programs/properties and download.,
2400002,binaryValue:4000001,alarmValue,active,192.168.168.2,480,segmentedBoth,All Programs Stopped Alarm,See modstat. Fix programs/properties and download.,
2400002,binaryValue:4000001,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,All Programs Stopped Alarm,See modstat. Fix programs/properties and download.,
2400002,binaryValue:4000001,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,All Programs Stopped Alarm,See modstat. Fix programs/properties and download.,
2400002,binaryValue:4000001,eventState,normal,192.168.168.2,480,segmentedBoth,All Programs Stopped Alarm,See modstat. Fix programs/properties and download.,
2400002,binaryValue:4000001,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03582FE8>, <bacpypes.basetypes.TimeStamp object at 0x03582598>, <bacpypes.basetypes.TimeStamp object at 0x03582508>]",192.168.168.2,480,segmentedBoth,All Programs Stopped Alarm,See modstat. Fix programs/properties and download.,
2400002,binaryValue:4000001,notificationClass,1,192.168.168.2,480,segmentedBoth,All Programs Stopped Alarm,See modstat. Fix programs/properties and download.,
2400002,binaryValue:4000001,notifyType,alarm,192.168.168.2,480,segmentedBoth,All Programs Stopped Alarm,See modstat. Fix programs/properties and download.,
2400002,binaryValue:4000001,outOfService,FALSE,192.168.168.2,480,segmentedBoth,All Programs Stopped Alarm,See modstat. Fix programs/properties and download.,
2400002,binaryValue:4000001,presentValue,inactive,192.168.168.2,480,segmentedBoth,All Programs Stopped Alarm,See modstat. Fix programs/properties and download.,
2400002,binaryValue:4000001,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,All Programs Stopped Alarm,See modstat. Fix programs/properties and download.,
2400002,binaryValue:4000001,timeDelay,10,192.168.168.2,480,segmentedBoth,All Programs Stopped Alarm,See modstat. Fix programs/properties and download.,
2400002,binaryValue:4000002,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,Duplicate Address Alarm,See modstat for duplicate address information.,
2400002,binaryValue:4000002,alarmValue,active,192.168.168.2,480,segmentedBoth,Duplicate Address Alarm,See modstat for duplicate address information.,
2400002,binaryValue:4000002,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,Duplicate Address Alarm,See modstat for duplicate address information.,
2400002,binaryValue:4000002,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,Duplicate Address Alarm,See modstat for duplicate address information.,
2400002,binaryValue:4000002,eventState,normal,192.168.168.2,480,segmentedBoth,Duplicate Address Alarm,See modstat for duplicate address information.,
2400002,binaryValue:4000002,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03582508>, <bacpypes.basetypes.TimeStamp object at 0x03582D60>, <bacpypes.basetypes.TimeStamp object at 0x0360F4C0>]",192.168.168.2,480,segmentedBoth,Duplicate Address Alarm,See modstat for duplicate address information.,
2400002,binaryValue:4000002,notificationClass,1,192.168.168.2,480,segmentedBoth,Duplicate Address Alarm,See modstat for duplicate address information.,
2400002,binaryValue:4000002,notifyType,alarm,192.168.168.2,480,segmentedBoth,Duplicate Address Alarm,See modstat for duplicate address information.,
2400002,binaryValue:4000002,outOfService,FALSE,192.168.168.2,480,segmentedBoth,Duplicate Address Alarm,See modstat for duplicate address information.,
2400002,binaryValue:4000002,presentValue,inactive,192.168.168.2,480,segmentedBoth,Duplicate Address Alarm,See modstat for duplicate address information.,
2400002,binaryValue:4000002,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,Duplicate Address Alarm,See modstat for duplicate address information.,
2400002,binaryValue:4000002,timeDelay,10,192.168.168.2,480,segmentedBoth,Duplicate Address Alarm,See modstat for duplicate address information.,
2400002,binaryValue:4000003,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,Locked I/O Alarm,"Points locked in program_x, where x=",
2400002,binaryValue:4000003,alarmValue,active,192.168.168.2,480,segmentedBoth,Locked I/O Alarm,"Points locked in program_x, where x=",
2400002,binaryValue:4000003,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,Locked I/O Alarm,"Points locked in program_x, where x=",
2400002,binaryValue:4000003,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,Locked I/O Alarm,"Points locked in program_x, where x=",
2400002,binaryValue:4000003,eventState,offnormal,192.168.168.2,480,segmentedBoth,Locked I/O Alarm,"Points locked in program_x, where x=",
2400002,binaryValue:4000003,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03582E98>, <bacpypes.basetypes.TimeStamp object at 0x035822B0>, <bacpypes.basetypes.TimeStamp object at 0x03582C28>]",192.168.168.2,480,segmentedBoth,Locked I/O Alarm,"Points locked in program_x, where x=",
2400002,binaryValue:4000003,notificationClass,1,192.168.168.2,480,segmentedBoth,Locked I/O Alarm,"Points locked in program_x, where x=",
2400002,binaryValue:4000003,notifyType,alarm,192.168.168.2,480,segmentedBoth,Locked I/O Alarm,"Points locked in program_x, where x=",
2400002,binaryValue:4000003,outOfService,FALSE,192.168.168.2,480,segmentedBoth,Locked I/O Alarm,"Points locked in program_x, where x=",
2400002,binaryValue:4000003,presentValue,active,192.168.168.2,480,segmentedBoth,Locked I/O Alarm,"Points locked in program_x, where x=",
2400002,binaryValue:4000003,statusFlags,"[1, 0, 0, 0]",192.168.168.2,480,segmentedBoth,Locked I/O Alarm,"Points locked in program_x, where x=",
2400002,binaryValue:4000003,timeDelay,10,192.168.168.2,480,segmentedBoth,Locked I/O Alarm,"Points locked in program_x, where x=",
2400002,binaryValue:4000004,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,Control Program Alarm,See modstat for details.,
2400002,binaryValue:4000004,alarmValue,active,192.168.168.2,480,segmentedBoth,Control Program Alarm,See modstat for details.,
2400002,binaryValue:4000004,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,Control Program Alarm,See modstat for details.,
2400002,binaryValue:4000004,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,Control Program Alarm,See modstat for details.,
2400002,binaryValue:4000004,eventState,normal,192.168.168.2,480,segmentedBoth,Control Program Alarm,See modstat for details.,
2400002,binaryValue:4000004,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03582A48>, <bacpypes.basetypes.TimeStamp object at 0x03582D48>, <bacpypes.basetypes.TimeStamp object at 0x035828F8>]",192.168.168.2,480,segmentedBoth,Control Program Alarm,See modstat for details.,
2400002,binaryValue:4000004,notificationClass,1,192.168.168.2,480,segmentedBoth,Control Program Alarm,See modstat for details.,
2400002,binaryValue:4000004,notifyType,alarm,192.168.168.2,480,segmentedBoth,Control Program Alarm,See modstat for details.,
2400002,binaryValue:4000004,outOfService,FALSE,192.168.168.2,480,segmentedBoth,Control Program Alarm,See modstat for details.,
2400002,binaryValue:4000004,presentValue,inactive,192.168.168.2,480,segmentedBoth,Control Program Alarm,See modstat for details.,
2400002,binaryValue:4000004,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,Control Program Alarm,See modstat for details.,
2400002,binaryValue:4000004,timeDelay,10,192.168.168.2,480,segmentedBoth,Control Program Alarm,See modstat for details.,
2400002,binaryValue:4000005,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,Program Stopped Alarm,See modstat. Fix program/properties then download.,
2400002,binaryValue:4000005,alarmValue,active,192.168.168.2,480,segmentedBoth,Program Stopped Alarm,See modstat. Fix program/properties then download.,
2400002,binaryValue:4000005,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,Program Stopped Alarm,See modstat. Fix program/properties then download.,
2400002,binaryValue:4000005,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,Program Stopped Alarm,See modstat. Fix program/properties then download.,
2400002,binaryValue:4000005,eventState,normal,192.168.168.2,480,segmentedBoth,Program Stopped Alarm,See modstat. Fix program/properties then download.,
2400002,binaryValue:4000005,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03582448>, <bacpypes.basetypes.TimeStamp object at 0x03582A30>, <bacpypes.basetypes.TimeStamp object at 0x03582E20>]",192.168.168.2,480,segmentedBoth,Program Stopped Alarm,See modstat. Fix program/properties then download.,
2400002,binaryValue:4000005,notificationClass,1,192.168.168.2,480,segmentedBoth,Program Stopped Alarm,See modstat. Fix program/properties then download.,
2400002,binaryValue:4000005,notifyType,alarm,192.168.168.2,480,segmentedBoth,Program Stopped Alarm,See modstat. Fix program/properties then download.,
2400002,binaryValue:4000005,outOfService,FALSE,192.168.168.2,480,segmentedBoth,Program Stopped Alarm,See modstat. Fix program/properties then download.,
2400002,binaryValue:4000005,presentValue,inactive,192.168.168.2,480,segmentedBoth,Program Stopped Alarm,See modstat. Fix program/properties then download.,
2400002,binaryValue:4000005,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,Program Stopped Alarm,See modstat. Fix program/properties then download.,
2400002,binaryValue:4000005,timeDelay,10,192.168.168.2,480,segmentedBoth,Program Stopped Alarm,See modstat. Fix program/properties then download.,
2400002,binaryValue:4000006,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,Excessive COV Alarm,Excessive COV Subscription updates detected.,
2400002,binaryValue:4000006,alarmValue,active,192.168.168.2,480,segmentedBoth,Excessive COV Alarm,Excessive COV Subscription updates detected.,
2400002,binaryValue:4000006,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,Excessive COV Alarm,Excessive COV Subscription updates detected.,
2400002,binaryValue:4000006,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,Excessive COV Alarm,Excessive COV Subscription updates detected.,
2400002,binaryValue:4000006,eventState,normal,192.168.168.2,480,segmentedBoth,Excessive COV Alarm,Excessive COV Subscription updates detected.,
2400002,binaryValue:4000006,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x035826B8>, <bacpypes.basetypes.TimeStamp object at 0x03582388>, <bacpypes.basetypes.TimeStamp object at 0x03582BC8>]",192.168.168.2,480,segmentedBoth,Excessive COV Alarm,Excessive COV Subscription updates detected.,
2400002,binaryValue:4000006,notificationClass,1,192.168.168.2,480,segmentedBoth,Excessive COV Alarm,Excessive COV Subscription updates detected.,
2400002,binaryValue:4000006,notifyType,alarm,192.168.168.2,480,segmentedBoth,Excessive COV Alarm,Excessive COV Subscription updates detected.,
2400002,binaryValue:4000006,outOfService,FALSE,192.168.168.2,480,segmentedBoth,Excessive COV Alarm,Excessive COV Subscription updates detected.,
2400002,binaryValue:4000006,presentValue,inactive,192.168.168.2,480,segmentedBoth,Excessive COV Alarm,Excessive COV Subscription updates detected.,
2400002,binaryValue:4000006,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,Excessive COV Alarm,Excessive COV Subscription updates detected.,
2400002,binaryValue:4000006,timeDelay,30,192.168.168.2,480,segmentedBoth,Excessive COV Alarm,Excessive COV Subscription updates detected.,
2400002,binaryValue:4001000,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,Dead Controller Timeout Alarm,"DEV:x (Device ID) is not responding, where x=",
2400002,binaryValue:4001000,alarmValue,active,192.168.168.2,480,segmentedBoth,Dead Controller Timeout Alarm,"DEV:x (Device ID) is not responding, where x=",
